Full of life & exciting [Latitude],Full of life & exciting [Longitude],Full of life & exciting [# times visited],Full of life & exciting [Duration],Chaotic & restless [Latitude],Chaotic & restless [Longitude],Chaotic & restless [# times visited],Chaotic & restless [Duration],Calm & tranquil [Latitude],Calm & tranquil [Longitude],Calm & tranquil [# times visited],Calm & tranquil [Duration],Boring & lifeless [Latitude],Boring & lifeless [Longitude],Boring & lifeless [# times visited],Boring & lifeless [Duration]
1.3527081159465997,103.94543672960955,4,150.0,1.323481119833637,103.91284774870576,1,30,1.3419413425508495,103.92586558344335,4,120,1.3404770811356026,103.9495567931674,1,30
1.4095244658600448,103.98951213525392,4,120.0,1.3542226774257,103.9438716666565,4,15,1.380093263107495,103.9521757857666,3,60,1.3775190879987875,103.95492236779786,2,5
1.3535421693074934,103.94515558020142,1,30.0,1.3528497695936748,103.94470851586917,1,30,1.3621168823434748,103.9467684523926,1,30,1.3298963523151968,103.95929973291015,1,10
1.3601004302798445,103.98985545800782,4,120.0,1.3062991587791464,103.93513839410402,4,90,1.3576442177773895,103.98630957769014,1,10,1.3572716,103.9723158,1,1
1.3527248904779725,103.94508236446669,4,90.0,1.373239898697289,103.9491210672942,2,45,1.3915349032127091,103.99053097457468,4,180,1.3400878961926848,103.93333128819462,2,30
1.3007842,103.9121866,4,360.0,1.353232767247711,103.94521633364012,4,60,1.3909433,103.9920554,1,60,1.3803679,103.9620131,1,120
1.352270573868994,103.94452612565614,4,60.0,1.3529355763559927,103.94499283002472,4,30,1.3525708975953432,103.9410070674286,4,60,1.339077745049916,103.9680759208069,1,10
1.3545410222036014,103.98906580676808,4,60.0,1.3531565275110018,103.94512050310836,1,60,1.3014406786888206,103.91363780664064,1,60,1.370431513606609,103.97100704222352,4,45
1.3892422878876989,103.98825686143496,4,30.0,1.3151105915057402,103.89225523637391,4,10,1.381978308321228,103.9519746200905,4,90,1.362159785560549,103.97397141622164,4,40
1.3602082,103.9897593,4,120.0,1.3239356,103.9312813,3,60,1.3007842,103.9121866,4,120,1.3725402,103.9517213,2,60
1.3755455518650863,103.95088832543946,3,60.0,1.3525923492886676,103.9438716666565,1,30,1.3635755912952343,103.94887130426028,1,15,1.3641333327197191,103.93698375390626,1,15
1.3495907,103.9567879,1,180.0,1.3516087,103.899516,1,180,1.3450101,103.9832089,1,180,1.3242698,103.909909,1,60
1.3628044370960195,103.99139821040038,4,120.0,1.353108293246866,103.94483506190184,4,120,1.3772198707526166,104.00461613642577,4,120,1.3728437661393638,103.92612397181396,2,30
1.353246625843778,103.94562046693422,1,30.0,1.3534933199837875,103.9449821005556,1,30,1.3755455518651247,104.00526206658937,2,180,1.3339936603165667,103.96009366677858,1,0
1.3533217067486074,103.94041698144532,4,120.0,1.3736578201228165,103.93226306604004,4,120,1.3910763788695262,103.98633639978028,4,180,1.3542226774257,103.9601151244507,4,60
1.3178832635469897,103.97002856896974,1,60.0,1.3882877019594968,103.97775333093264,1,60,1.317239703580137,103.976380039917,1,30,1.3782913408236483,103.95887057946778,1,20
1.3013866241216752,103.9129297034607,4,120.0,1.373872335168668,103.93256347344972,4,15,1.3622978064299862,103.97374605026246,4,120,1.3373116585774167,103.96662595875247,4,10
1.3774226,103.9547787,3,300.0,1.3320047,103.9387362,4,60,1.30701570835885,103.934240567984,4,20,1.3271175,103.9322493,4,30
1.353287957328715,103.94522971897904,1,60.0,1.3591565585220051,103.940717388855,1,0,1.3538365471765157,103.94049175128173,1,120,1.3407938894167346,103.9494721190796,1,0
1.3599288172604074,103.98946921990968,4,120.0,1.3788061759011003,103.9467684523926,4,60,1.4108973409330563,103.96659534143068,4,120,1.3336718824478917,103.9595572249756,4,60
1.360186236784957,103.98976962731936,2,120.0,1.3534182393371812,103.94412915872194,2,15,1.3916931050487007,103.97587042020416,1,60,1.3854132161636457,103.94080321954348,1,30
1.3738350180613803,103.95155733068846,4,120.0,1.3451388105569857,103.98303723862306,4,120,1.372454393936149,103.95167838465576,4,60,1.3399194,103.949471,4,30
1.3897557,103.98795,4,120.0,1.3644202,103.9915308,4,60,1.3778801,103.9525284,4,180,1.4092951,103.9216496,1,30
1.2992257881747795,103.90676191972132,4,30.0,1.3535048289350462,103.94496062840294,4,5,1.3603231078808111,103.98974858703411,4,30,1.333889780629173,103.95977303192863,4,10
1.352377832346951,103.94423644708252,1,60.0,1.353321705755142,103.94562046454791,1,30,1.4115837781656289,103.91930263208008,1,120,1.4046335918402495,103.86218230889894,1,60
1.3530642864936748,103.9518324630127,4,50.0,1.3331570377704949,103.95861308740236,4,60,1.352485090820201,103.93887202905276,4,60,1.3578694600759245,103.94337814019777,4,30
1.318398111400768,103.89282386468508,4,40.0,1.324737166861056,103.93064837621309,4,30,1.3908189626771672,103.99234454797364,1,120,1.3448268239405312,103.94093196557618,1,10
1.3250911237951626,103.9225641982422,4,60.0,1.376918446739723,103.92634074853515,1,60,1.320328789903598,103.96329085992431,4,120,1.3647339771860678,103.98831050561525,4,60
1.353150093248347,103.94479434655764,4,60.0,1.325048219927245,103.92904441522218,1,60,1.390690254570778,103.99182956384278,1,60,1.342467129016035,103.96333377526857,1,15
1.353493320236718,103.94239108728028,4,120.0,1.331440888068537,103.94869964288333,4,40,1.338176768776243,103.92552535699464,4,90,1.3336718824478917,103.95612399743652,4,50
1.352751827235332,103.9455078589301,4,90.0,1.332127348092761,103.89604251550294,4,60,1.3428532610687085,103.92522494958496,4,60,1.3312263692717687,103.86816899942018,3,30
1.360357849786125,103.98976962731936,4,300.0,1.352495816667245,103.94472729133226,4,90,1.3602103698640402,103.98975889848327,4,60,1.3639617199874865,103.94797008203126,1,0
1.3527103335985164,103.94377510713196,1,180.0,1.3242698,103.909909,1,15,1.3885076528356437,103.98845386826171,1,240,1.3399194,103.949471,1,15
1.3638759136167964,103.9914004104004,4,120.0,1.3255201624355093,103.9274994628296,4,20,1.3086159840207083,103.94114654229736,4,120,1.3540510639892165,103.94269149468995,2,30
1.3536930821422668,103.9453520991889,4,20.0,1.3571830072910889,103.94606750198832,2,15,1.3626889256113817,103.94781272555078,1,20,1.3534253897900148,103.94581716237111,2,10
1.352351017727904,103.94488285945512,4,60.0,1.3246433146352086,103.93063630627252,4,30,1.408237394744089,103.92204921411134,2,90,1.3577943793120828,103.94366781877136,1,20
1.353278803374681,103.94496600793458,2,60.0,1.3609584951938416,103.99019878076172,2,60,1.3901325193607792,103.99225871728515,2,40,1.3374474067884528,104.02418773339843,3,10
1.360186236784957,103.98976962731936,4,120.0,1.3644765581474938,103.99157207177736,4,180,1.30046418204804,103.91256492303468,4,120,1.3742584622028584,103.93226306604004,4,120
1.318097783499012,103.89501254724122,1,60.0,1.353107189871393,103.94402187036134,1,30,1.3903470329185634,103.99346034692384,1,120,1.3859280496972437,103.9421765105591,1,45
1.3007216077769106,103.91312282250978,2,120.0,1.3530642864936748,103.94445102380372,1,120,1.3906044491621803,103.99200122521974,1,120,1.3671794566783098,103.9468971984253,2,30
1.3774226,103.9547787,1,120.0,1.3408418,103.9414986,1,20,1.3637756,103.9481856,1,90,1.3670932,103.9798645,1,15
1.35375145057463,103.93997496190188,4,60.0,1.3537292887630474,103.9560810820923,4,10,1.3411523374471126,103.9264381751465,2,30,1.3631894625410508,103.94942920373536,1,10
1.3250911237951752,103.93088977502444,4,30.0,1.3249650936806765,103.92878960536576,4,5,1.3920845920182567,103.97764604257203,4,60,1.3347015714795405,103.98341815637208,2,20
1.3530428348045234,103.94520204232788,4,120.0,1.324361757936243,103.93037479089357,4,20,1.3613446243055831,103.98964088128665,4,30,1.314622558003499,104.00745074914552,4,20
1.3533646101217705,103.940717388855,3,180.0,1.346585867763482,103.9454380767212,1,30,1.3056985000343844,103.9284006850586,3,120,1.3591994617917238,103.96981399224856,1,10
1.3531079,103.9403612,4,200.0,1.3542075,103.9435079,4,15,1.392234751386331,103.9886967437134,4,60,1.3704096648343655,103.95906590501689,2,5
1.3536955767304484,103.940421387838,4,60.0,1.345804410795294,103.94453378920402,2,45,1.3582732103001025,103.94293883221066,4,20,1.3427145,103.9530415,4,110
1.429508681420318,103.8361245896765,4,30.0,1.429805810866493,103.83519413015564,4,30,1.3621392066049154,103.79074494072265,1,60,1.4412943167387329,103.79984299370116,1,10
1.4368539795565802,103.78664920755688,1,60.0,1.445048218231633,103.76915852257078,2,60,1.4349877483080045,103.78725806900329,1,45,1.4075947315556208,103.75761429497068,1,120
1.4043485,103.793023,4,180.0,1.4343239,103.8230203,1,20,1.400879,103.807041,4,60,1.4530016,103.7802692,2,20
1.4356956293057832,103.78671089836423,4,30.0,1.4456488418951183,103.768836657489,4,30,1.46149429447251,103.83654427724606,4,120,1.4581319769419618,103.8435914330658,2,15
1.430368,103.8353628,1,60.0,1.430368,103.8353628,1,60,1.4505181778669851,103.77666870781248,1,60,1.4566959987282109,103.79297653862302,1,10
1.4029923,103.8183204,3,240.0,1.4373535,103.7859643,2,30,1.3551526,103.7972022,1,240,1.413775,103.809682,1,60
1.436050398135058,103.78603293068848,4,180.0,1.429594485381929,103.83650009893644,4,30,1.3447621,103.8223506,4,120,1.4073821,103.7561919,1,60
1.4363177063652963,103.78606716820066,1,60.0,1.4273082979714655,103.8358918828613,4,60,1.4631741121306248,103.83752266594236,1,60,1.4441472824386097,103.84071985908813,1,20
1.428391573947325,103.83603135773008,4,240.0,1.4293246924477825,103.83500138946836,4,30,1.4376154872718256,103.83537689873044,1,60,1.417440810189824,103.83322040268249,4,30
1.4040123788896712,103.79331986137692,1,240.0,1.438162485614744,103.77134720512692,1,60,1.3551030687522871,103.79143158623044,1,120,1.405900086368813,103.74851624199216,3,60
1.4463352687445663,103.76849333473508,4,22.5,1.4316521242960445,103.82823149391476,2,40,1.4636245762748836,103.837458292926,1,30,1.4529582046188383,103.77874473759,1,40
1.4349053,103.78678,4,180.0,1.4460745098549346,103.76842944655762,2,90,1.4632961518568204,103.83684468465572,2,60,1.2734089774893862,103.83885436084614,1,30
1.431855908538988,103.8278023404724,2,40.0,1.453317505038927,103.812964360202,1,30,1.4432892480178623,103.81807128616636,2,30,1.458582843532453,103.82183133988114,1,10
1.4293478,103.8358671,4,90.0,1.4316885,103.8283204,4,60,1.4404131,103.7352794,1,120,1.379829,103.689023,4,1
1.3774226,103.9547787,1,240.0,1.374177,103.9322926,2,360,1.3007842,103.9121866,4,180,1.3655402,103.9320018,1,240
1.4360933,103.7859471,4,120.0,1.4316885,103.8283204,3,90,1.4616659,103.8368876,3,120,1.4429489,103.8146295,1,10
1.4283873,103.8360434,4,60.0,1.4316885,103.8283204,4,30,1.4530016,103.7802692,4,90,1.4300969281614369,103.77653996177976,1,5
1.4360933000000022,103.78577543862303,4,120.0,1.4291728905475587,103.83595079629517,4,210,1.4419459,103.8250936,4,180,1.4073821,103.7561919,1,30
1.407101353970026,103.7941781682617,4,300.0,1.429389045433856,103.83591334053342,4,120,1.4536070904104976,103.78216187187498,4,120,1.4621873808312664,103.83692185112302,2,60
1.4372217,103.7861714,2,60.0,1.4450555948086607,103.76797883544312,2,600,1.4616659,103.8368876,1,120,1.4473401089596738,103.76950233016358,2,600
1.42974050038718,103.8351859206716,4,150.0,1.4460530579820106,103.76834361353364,4,30,1.421981563192964,103.747518462482,4,150,1.4492366989920475,103.8193295332078,1,30
1.4040123788896712,103.79349152275388,2,120.0,1.4357599821128937,103.78632466026608,3,30,1.4529206657656957,103.77958695122068,3,20,1.4503894730861078,103.77937237449947,3,60
1.446101097326527,103.80530039519506,1,30.0,1.4353121933833854,103.78806988415596,1,30,1.435073552076988,103.7936202687866,1,10,1.437905074646166,103.79336277672115,1,10
1.4041839887235157,103.7930623693115,4,180.0,1.4361675498492004,103.78598133751218,4,45,1.444729136845753,103.80405137964551,4,10,1.459473867522638,103.8006798429138,4,1
1.4051814693241804,103.79064697591964,4,180.0,1.4296648420548617,103.83416795719091,4,90,1.4627527592990246,103.83702906057586,3,120,1.4525659627191971,103.77929577078028,2,30
1.4316885,103.8283204,2,120.0,1.4252268,103.7620278,4,60,1.413117,103.8293719,2,120,1.4406659930110104,103.8312486984253,4,15
1.4290458294873658,103.83563439079587,4,60.0,1.427892838041654,103.83676628300016,2,30,1.4530708211745644,103.77937237449947,4,60,1.4413372185050797,103.76999537178342,2,60
1.436469722954271,103.78606214824214,4,60.0,1.4297958670728594,103.83788102150174,4,60,1.4042995918829095,103.79309638487196,4,180,1.4030881863347155,103.79107898772988,4,120
1.4343227689893872,103.82297436424558,4,60.0,1.3986978306190578,103.7551171583778,4,5,1.3969763648726772,103.8031474752075,4,30,1.4240155648936212,103.86716107555692,4,5
1.4274439887292798,103.79291534481104,1,90.0,1.4372217,103.7861714,1,30,1.4260074,103.8241046,4,360,1.4073821,103.7561919,1,30
1.4476866709975469,103.78430763908688,1,15.0,1.4428816815546552,103.77563873955076,1,10,1.440050165163527,103.79992882438962,1,10,1.4318130065946064,103.80138794609373,1,10
1.430368,103.8353628,1,120.0,1.4381922,103.7889597,4,60,1.4491107,103.8184954,2,120,1.4304941,103.7173325,1,30
1.4365751175128252,103.78632466026608,4,120.0,1.4463138179086683,103.76808563896482,4,30,1.4043555985447649,103.80361954399412,4,60,1.4508613905802126,103.80722443291012,2,30
1.4469144412373052,103.73019139000242,3,300.0,1.4252060975923313,103.76160542198484,3,10,1.4477510234657118,103.70993534752196,1,180,1.419972039337995,103.71871153541868,1,0
1.4357170802416903,103.78598133751218,4,180.0,1.4331000645764744,103.82336060234373,1,60,1.4186849740154708,103.7579576177246,3,120,1.433014260733511,103.77954403587644,1,30
1.4627879999345614,103.82872502037353,1,60.0,1.4363606082252407,103.79173199364013,1,60,1.4513905100777664,103.84054104515376,1,10,1.4629167040072184,103.82911125847166,1,5
1.3634088,103.8435614,4,20.0,1.4458888,103.7684635,4,60,1.4464952461803466,103.72535355234376,4,120,1.460341716973013,103.79965003652345,4,10
1.4043485,103.793023,3,120.0,1.4360933,103.7859471,4,60,1.4530016,103.7802692,1,90,1.4349053,103.78678,4,5
1.4364464119426867,103.78602425285642,2,90.0,1.444726455489383,103.76868645378416,2,180,1.4349448464223358,103.78714005180662,1,20,1.4454986859941417,103.7749091786987,4,480
1.4043555985447649,103.79349152275388,4,120.0,1.443825519568756,103.7696305913574,4,60,1.463560224259782,103.83743683525388,2,90,1.4263215510938647,103.83984009453124,3,30
1.4315555949115104,103.82821003624264,4,60.0,1.4377870946091889,103.7856782478935,4,60,1.4614151560335806,103.83670727440185,1,60,1.4416857953266748,103.82424573131864,3,30
1.4285589080288692,103.8367300455078,4,120.0,1.4294860019887023,103.83513374603272,4,30,1.4245497,103.8425364,4,30,1.44932520808526,103.8187099767212,4,10
1.4479987,103.7245442,4,180.0,1.3508449,103.8481737,4,15,1.4197913,103.72028,4,120,1.4616659,103.8368876,1,45
1.4295837598964631,103.83637135281408,4,60.0,1.4253018775822557,103.76141625392944,4,20,1.4531624797320526,103.78073053747237,2,30,1.4119496082349885,103.844707006789,2,30
1.4166256680104892,103.83507649132078,1,60.0,1.4288956724946444,103.83606354423826,1,60,1.4466141295930688,103.72409741112058,3,120,1.424004839371045,103.83708278366392,2,30
1.4429674850266387,103.7811748189575,4,60.0,1.4303114380357953,103.79203240104978,4,60,1.4342584161417564,103.78799835869138,4,60,1.4117348089177242,103.78392140098876,4,60
1.4094609849565436,103.79370609947507,1,300.0,1.446442522921065,103.7685147924072,1,60,1.4464856759674145,103.7300626439697,1,120,1.443074739362127,103.7904874486572,1,30
1.435416767120697,103.78941456505125,2,30.0,1.4360933,103.7859471,2,30,1.407616182752626,103.79314819999998,3,120,1.4357599821128937,103.76937309929195,1,30
1.4324565356759065,103.82833878227537,1,60.0,1.4367038230756992,103.7858955068237,1,40,1.4198004306696463,103.75787178703612,4,45,1.4187707783925765,103.8410417241699,1,40
1.4370470378745943,103.7879125280029,1,40.0,1.4321562221271285,103.77409378715818,1,39,1.4059858912179763,103.7886850041992,1,120,1.4066723298977264,103.7534944219238,1,30
1.428809868494409,103.83640686699216,4,60.0,1.3470372270504165,103.83829514213863,4,15,1.3424036463278994,103.83288780876462,4,120,1.4406507901467387,103.8011304540283,1,5
1.4457989977861847,103.76842896171873,1,120.0,1.445970604506673,103.76842896171873,1,120,1.414043139236054,103.8093815925903,1,60,1.409203570783201,103.7745658559448,1,240
1.4263378,103.8405467,1,120.0,1.4449979248637252,103.7723456057129,1,60,1.4616659,103.8368876,1,240,1.4260074,103.8241046,1,0
1.442967485027364,103.7689439458496,1,20.0,1.4371328415662523,103.78915707298582,1,10,1.404784623042966,103.79310528465574,4,170,1.4402646741042775,103.79941384025877,1,10
1.4432105957192736,103.79100243213324,4,60.0,1.4378621734698755,103.79317680979293,4,30,1.4464854245902268,103.780502479001,4,35,1.4318702096233515,103.79373470992284,2,20
1.4398946461688809,103.80065302082365,2,30.0,1.4361460989175172,103.78593842216794,3,30,1.446056407862019,103.73074928947752,2,90,1.4292388884635896,103.70963494011228,1,20
1.4289385744935537,103.8361064595825,1,60.0,1.4346445331999085,103.82293144890134,1,30,1.4474292611066806,103.77967278190916,1,70,1.448458900494756,103.822330634082,4,480
1.428445201457615,103.8361279172546,4,120.0,1.4317272027034895,103.82836023994749,4,90,1.4245411154400818,103.84224335380856,4,60,1.4589697757567064,103.79801909157102,4,60
1.4355025708735996,103.78653923698728,1,60.0,1.4290243784890182,103.83636395164793,1,30,1.4034546468426448,103.78606716820066,1,180,1.4197575285006667,103.75615517326658,1,45
1.4321562221271538,103.8265792531616,1,30.0,1.3437765600513936,103.83194367119138,2,120,1.4625305917670854,103.83760849663084,1,60,1.4089890589503964,103.76310745903318,1,10
1.40669,103.9021738,4,45.0,1.4185687,103.9061276,1,30,1.4092951,103.9216496,2,120,1.4245796,103.8841627,1,20
1.406071696063972,103.79108826347654,1,180.0,1.444615852384269,103.76804320845947,1,60,1.4342380962029138,103.82284863862304,1,60,1.4147188499735124,103.81006823809813,1,60
1.4128502689160367,103.82932583519283,4,60.0,1.3693469362713322,103.84932438560789,4,10,1.3709128984854864,103.82559220024412,4,30,1.3616243679452429,103.820528189624,2,20
1.4295821043812005,103.8353339833862,4,60.0,1.4452788148354427,103.7708375854141,4,30,1.463560224259782,103.83726517387692,4,60,1.459613297140059,103.80224625297848,4,20
1.4288313194947797,103.8353339833862,4,120.0,1.432113320188395,103.8283816976196,4,30,1.4007517896546633,103.80782524772948,4,120,1.452062634666389,103.79572312065427,1,5
1.4295821043812258,103.79623810478512,4,30.0,1.429248440860683,103.83537153431242,4,15,1.4525774533652058,103.77890030571288,4,120,1.459096930480558,103.8014168118036,2,30
1.442931862760391,103.78574242937027,1,25.0,1.4260805,103.832141,2,50,1.4347441274360913,103.8231628876543,1,50,1.422199119944512,103.7927645491596,1,30
1.3695623751328525,103.84825417320556,4,60.0,1.370325749360391,103.8496305129636,4,5,1.361839807499017,103.84769627373043,4,15,1.4216890487283622,103.83512207786865,4,5
1.349661654988941,103.87383844222953,1,45.0,1.3914550320400862,103.89553059350602,1,30,1.4082039555364425,103.92132342981952,1,120,1.4075527525754352,103.89646956245726,1,30
1.4111377,103.9044621,3,120.0,1.3499214,103.8734606,4,60,1.4092951,103.9216496,2,90,1.422099309593506,103.86405035290625,1,20
1.36953,103.8484398,4,60.0,1.3699718,103.8495876,1,15,1.4092951,103.9216496,2,150,1.4093858,103.8681166,1,30
1.380741609802833,103.84959698839111,2,240.0,1.37995,103.8489487,2,60,1.4148675994265172,103.91721913139646,1,240,1.3980498527670235,103.91876408378904,2,30
1.3507723,103.8722585,2,180.0,1.3696079,103.8484982,2,30,1.4118539,103.9003211,1,240,1.3973133,103.8756211,1,60
1.3507723,103.8722585,4,180.0,1.3730517,103.8470759,4,180,1.3770993,103.8987605,4,180,1.3815693,103.8447724,4,30
1.4068877653584069,103.90237042229002,1,60.0,1.3691547957952432,103.85029265205686,1,800,1.4162404713416836,103.9134425811035,1,60,1.4011736940095594,103.92310389797514,1,30
1.377971364916751,103.89732786934202,4,60.0,1.3917002639469502,103.895160644458,4,120,1.4084322515068368,103.917133300708,4,20,1.389026888873376,103.9111573390228,1,20
1.4067161557232708,103.90185543815916,3,60.0,1.3688759256821412,103.8478679351074,1,60,1.403670082600109,103.86975476066893,3,60,1.365014643862949,103.88606259147949,1,30
1.3500413925471522,103.87305924217527,2,30.0,1.4052842873379687,103.9023328713638,3,15,1.413473275556063,103.91842076103514,3,60,1.4100410901558738,103.87149283211058,1,20
1.3507723,103.8722585,4,30.0,1.40669,103.9021738,2,60,1.36535,103.876795,1,40,1.3539953,103.8786621,1,10
1.3642304,103.8664113,1,60.0,1.4094404571901948,103.85831782142942,1,30,1.4111136486376274,103.90448400299375,1,30,1.3996694241967136,103.89923760216062,1,30
1.36953,103.8484398,4,90.0,1.372185,103.846562,4,90,1.4092951,103.9216496,1,30,1.3612182,103.8862529,1,60
1.3507723,103.8722585,4,120.0,1.3499214,103.8734606,4,15,1.4110231394680868,103.9043517537201,2,120,1.3358756,103.8877164,2,60
1.3694012907412352,103.84895478413088,1,60.0,1.3410126892324838,103.87732207724608,1,20,1.4145332796360843,103.87100823068847,1,60,1.41487649774053,103.8716090455078,1,20
1.3507723,103.8722585,4,60.0,1.3695516493616964,103.84845802109068,4,60,1.3632127102242422,103.84117314140624,1,30,1.4152537197348396,103.87091347496336,1,5
1.3507723,103.8722585,4,180.0,1.3725894,103.8937225,4,120,1.3770993,103.8987605,4,240,1.4059352437727322,103.86679241111452,2,30
1.3696910843829688,103.84846874992674,4,90.0,1.392000582722906,103.89511772911376,4,60,1.4086253122032064,103.86932560722654,2,90,1.399165319301974,103.88468930046383,4,30
1.3918052936815823,103.89528871660232,2,120.0,1.370064575229677,103.84727974788512,2,60,1.4092951,103.9216496,1,120,1.389983044964811,103.910950347052,2,20
1.3697230628676988,103.84882603571204,4,150.0,1.3610950491080782,103.8869036123882,1,60,1.405333839959691,103.90222582310491,4,150,1.3727181080788744,103.8944735161304,1,30
1.4097622248696196,103.86988350670164,4,120.0,1.3292331396772537,103.86863896171872,3,5,1.4102341507190546,103.92099568168943,3,90,1.3585791603936768,103.9112109832031,1,10
1.3926870254955848,103.89447399895018,1,30.0,1.4073596917900355,103.90104004661865,1,30,1.398950806547992,103.8848609618408,1,30,1.391271237057888,103.89421650688476,1,30
1.400302236570637,103.92558762352292,4,90.0,1.392172193434787,103.89507481376953,1,15,1.3970309165266783,103.93117734710997,4,90,1.3895765800835245,103.92829129020994,4,1
1.3499529055273964,103.87210945140124,4,120.0,1.3713711987644952,103.89167868990354,4,45,1.410506885920713,103.91776049036436,2,90,1.3613519757624757,103.8487302148833,2,30
1.3634088,103.8435614,4,180.0,1.3730517,103.8470759,4,60,1.3743283,103.8402746,4,10,1.3642370238572032,103.88904789011303,2,15
1.3671061722858364,103.8970167330963,4,60.0,1.3718362375333644,103.8937766246063,4,60,1.3718147860113956,103.90256354133908,4,60,1.354830483366433,103.8769377164108,4,60
1.3691149,103.8454342,1,60.0,1.3507723,103.8722585,1,90,1.4089261842379086,103.8683159061624,1,180,1.406474472321724,103.90259463445534,1,60
1.3595230323772718,103.8494879893524,4,60.0,1.4235338397351245,103.86084982673948,4,5,1.384208370699565,103.87888500015562,4,30,1.4241559200907357,103.86715838234252,4,5
1.3770993,103.8987605,4,60.0,1.34105,103.916206,4,20,1.4205674,103.9121339,4,90,1.3829949704071534,103.89349468701587,3,30
1.385007435604665,103.90215584556884,2,60.0,1.3868522555642964,103.88803669731443,1,10,1.3910996262803983,103.90207001488037,1,10,1.3858654915785935,103.88065525810543,1,10
1.3553567,103.8678708,1,120.0,1.3691149,103.8454342,1,120,1.3981642,103.8564725,1,60,1.405163,103.8663418,1,30
1.3498268753801634,103.87378880302732,4,60.0,1.3351967600925632,103.88447472374266,2,30,1.410920588147409,103.92305561821289,4,120,1.3527443072284684,103.89490315239256,1,30
1.3539831421182171,103.89009663383789,4,45.0,1.3696052782170305,103.84846874992674,4,120,1.3850932412160677,103.82160374443356,2,240,1.3873885401665706,103.86943289558714,1,0
1.3916573612615504,103.89511772911376,4,180.0,1.3767271795197047,103.82825562279052,4,120,1.400409492888527,103.80722710411376,3,180,1.4167982003250088,103.81555268089598,4,180
1.3623546461126608,103.88069817344967,1,60.0,1.3736381646934597,103.89374443809812,1,30,1.3769416942896748,103.8982076338989,1,20,1.408089032450998,103.92515847008056,1,10
1.3638361930918,103.86607887354124,4,30.0,1.309970580507389,103.85520931219482,4,20,1.3655430642114563,103.87696666137695,4,100,1.3729644521415658,103.86233109259037,4,10
1.3507723,103.8722585,4,120.0,1.3581563,103.9112546,4,15,1.3770993,103.8987605,1,60,1.3581563,103.9112546,4,15
1.3744104187747537,103.93232533256834,1,120.0,1.3926441228281483,103.895160644458,1,20,1.407488398982066,103.9218539885742,1,90,1.4068448629507964,103.90202709953611,1,60
1.3743675157767945,103.9321536711914,2,90.0,1.39230090146053,103.89520355980224,2,20,1.4086896657652024,103.922540634082,1,90,1.3852031796510909,103.87936243336028,1,20
1.371407207057043,103.84682723800962,4,60.0,1.368870562795081,103.84777137558288,4,60,1.3643710962897515,103.84138771812742,3,60,1.3811998084748238,103.84416648666684,3,15
1.369572903084728,103.84852563068848,4,120.0,1.3499643034332396,103.87358934603267,4,20,1.3771422029488407,103.89858883862306,4,120,1.3971918012255795,103.9082927397949,4,30
1.400879,103.807041,4,60.0,1.3968915,103.8731122,2,60,1.4093858,103.8681166,2,45,1.4050778,103.8433641,1,30
1.392070753007587,103.89566154116844,4,30.0,1.3509760902464674,103.87239797240974,4,25,1.377729618469041,103.90073975037672,4,20,1.3845217616689347,103.88251907980164,2,10
1.3714393843454862,103.89407703201596,1,60.0,1.3505991370927406,103.87215801994628,4,30,1.3838919623741257,103.87853094856564,4,60,1.365132627566177,103.87705036918943,2,20
1.376212343993031,103.8975209883911,4,60.0,1.3849216299901963,103.90013882438964,4,60,1.390885112791009,103.8947314910156,4,60,1.3981785604711745,103.88468930046383,4,50
1.3521865631756116,103.87224385063476,2,120.0,1.3699270513235628,103.84979912559812,1,30,1.3771133060917606,103.89953800957028,1,120,1.3887399768251505,103.90052506248776,1,10
1.408346446747543,103.90228459160154,2,30.0,1.3507723,103.8722585,2,30,1.408346446747454,103.92288395683592,1,60,1.392944441483816,103.89520355980224,2,30
1.3702488243869797,103.84846874992674,4,60.0,1.4073596917900866,103.90219876091308,4,60,1.4115212207311796,103.90387245933836,4,60,1.3827335857717205,103.88018318931884,1,30
1.4079174229043452,103.89996716301268,4,180.0,1.3508565576090636,103.9021129302246,4,40,1.4136663358342405,103.92048069755856,4,40,1.3892119069047102,103.8756770781738,4,50
1.349934133966094,103.87340256492918,4,120.0,1.3395300291642285,103.8861913375122,4,60,1.408367897937551,103.90726277153318,4,60,1.3580857726191495,103.88874480049436,4,30
1.350985267856997,103.87224385063476,1,30.0,1.3508351059004218,103.87228676597898,1,30,1.3518916023264371,103.8710475854141,1,30,1.354009956719135,103.87865969459835,1,1
1.4102324822837045,103.90209840793456,2,480.0,1.3428695,103.8796386,1,30,1.4088701735920652,103.86671669626465,1,240,1.3815693000000049,103.84279829416504,1,0
1.421045516634886,103.87121388237304,1,30.0,1.3870667694202896,103.89507481376953,1,10,1.4092044941971145,103.99111935417478,3,120,1.3802452193075323,103.88760754387204,1,25
1.377392175243801,103.8975424460632,2,30.0,1.3751826726063363,103.89185616295164,2,20,1.3826477800749646,103.9075202635986,2,30,1.388053532904559,103.89885136406248,1,10
1.36941221433246,103.84871551315612,1,30.0,1.3093900547489616,103.85612377445524,3,40,1.4218445689573556,103.91064235489196,1,40,1.407424045386916,103.86509844581909,1,10
1.4064158388313737,103.9022416762573,1,60.0,1.350943912675019,103.87243015899536,1,35,1.3761694410274623,103.8998813323242,1,120,1.3913570424419317,103.8761062316162,1,40
